SITE_NAME,LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,pH_lab_weighted,TOTAL_DEPTH_M
NWIS Well 003S028E32E006M,37.64438,-118.91486,170,6.3,
NWIS Well 003S028E32E006M,37.64438,-118.91486,171,6.1,
NWIS Well 003S028E32E006M,37.64438,-118.91486,171,6.2,
NWIS Well 003S028E32E006M,37.64438,-118.91486,171,6.3,
NWIS Site,37.63910,-118.88958,93.2,8.7,
NWIS Site,37.63910,-118.88958,93,8.7,
NWIS Site,37.63910,-118.88958,95,8.2,
ETHI-4 Well,36.85774,-116.82309,41.1,8.3,
USGS-20,36.22412,-116.38115,,8.5,
USGS Well - Vegas Valley Dr,36.13944,-115.04969,19,7.3,
USGS Well - McLeod Dr,36.10456,-115.11194,23,7.4,
NWIS Well 025S040E08A001M,35.78273,-117.68757,18,8.1,
NWIS Well 026S040E14L001M,35.67218,-117.64590,24,7.4,
NWIS Well 026S040E14L001M,35.67218,-117.64590,24,7.5,
NWIS Well 026S040E23B003M,35.66523,-117.63867,24,8.7,
NWIS Well 026S040E22H001M,35.66162,-117.65312,25,7.6,
NWIS Well 026S040E22H003M,35.66162,-117.65312,25,7.8,
NWIS Well 026S040E22P003M,35.65329,-117.66367,27,8.7,
NWIS Well 026S039E19P001M,35.65273,-117.82062,,7.4,135.9
NWIS Well 027S040E08Q002M,35.59440,-117.69617,30,8.6,
Sundance Shores Well,35.14972,-114.58108,27.5,7.8,
NWIS Well  (C- 4- 1) 4bcc- 1,40.50110,-111.96646,12.5,7.7,172.3
USGS 20,43.54790,-112.91733,,7.5,
NWIS Well 15S 32E 33DCD1,42.06714,-112.72109,10.8,7.6,
NWIS Well  (C- 2- 4)22ccb- 4,40.62633,-112.29189,12,7.9,194.8
NWIS Well  (C- 5- 5)17aad- 1,40.38883,-112.42440,16.5,7.6,154.6
NWIS Well  (C-10- 1)25abd- 1,39.92079,-111.88577,,8.3,130.8
NWIS Well  (C-15- 8)23bba- 1,39.50856,-112.72162,13.5,8.4,106.7
NWIS Well 011N009W31D002S,35.01108,-117.87729,,7.8,121.9
NWIS Well 06S 35E 18DCB1,42.89283,-112.40708,14.1,7.7,102.4
NWIS Well  (C- 2- 4)22bac- 1,40.63550,-112.28828,,7.8,213.4
NWIS Well  (C- 2- 4)22ddd- 2,40.62417,-112.27583,17.5,7.4,194.8
NWIS Well 16S 32E 27DDB1,42.00381,-112.69915,10.5,7.4,70.1
NWIS Well  (C- 5- 1)14dbc- 2,40.38101,-111.91582,18.5,7.5,152.4
NWIS Well  (C- 5- 6)35dba- 2,40.33967,-112.48551,13.5,7.5,152.4
NWIS Well 003S028E32E004M,37.64493,-118.91569,174,8.8,
NWIS Site,35.17192,-116.62725,27,8.2,
NWIS Well 032S047E20R001M,35.12720,-116.96004,,8.1,112.2
NWIS Well 032S037E26M001M,35.11691,-117.98535,16,7.4,182.3
Pool H-50 - Fly Ranch Hot Springs / Wards Hot Springs / Hualapai Flat Hot Springs,40.86090,-119.33342,32,8,
NWIS Well  (C- 2- 4)35cab- 2,40.60133,-112.26911,,7.8,199.1
NWIS Well  (C- 7- 8) 9dad- 1,40.22216,-112.74358,13,8.3,88.4
NWIS Site,38.90880,-119.96295,,8.1,64.6
NWIS Well  (C-36-16) 5L 1- 1,37.70303,-113.66330,13,7.9,61
USGS Well 1 - Hwy 15,36.15628,-115.16103,23,6.6,
NWIS Well 011N009W30N001S,35.01525,-117.87729,20,7.7,
NWIS Well  (C- 2- 1)23ccb- 1,40.62689,-111.92883,16,7.6,176.8
NWIS Well  (C- 9- 1) 3ddb- 1,40.05829,-111.92438,14.4,7.6,175.3
NWIS Well  (C-10- 1) 4cbb- 1,39.97384,-111.95633,,8.2,371.2
NWIS Well  (C- 5- 5)32dbb- 2,40.34022,-112.43134,10.5,7.6,152.4
NWIS Well  (C- 7- 8)15cba- 1,40.20828,-112.73830,13,7.5,149.4
NWIS Well  (C- 9- 1)34acd- 1,39.98940,-111.92577,,8.2,134.1
Wetlands Levee Well 5,39.07936,-119.75492,12,6.7,
Spring WS27 - Teels Marsh,38.21062,-118.38515,,7.2,
NWIS Well 011N005W24G001S,35.03386,-117.35644,23,7.7,76.2
NWIS Well  (C- 2- 4)22ddd- 1,40.62417,-112.27583,18,7.7,194.8
NWIS Well  (C- 8- 9) 5bba- 1,40.15772,-112.89052,13,8.6,143.6
NWIS Well  (C- 8- 1)32bcb- 1,40.07773,-111.97522,,8.9,139
NWIS Well  (C-36-15) 7cdd- 1,37.67775,-113.57607,18,7.7,
Wetlands Levee Well 5,39.07936,-119.75492,14,6.7,
Hot Spring - Surprise Valley,41.68144,-120.20867,67.7,7.87,
USGS 109,43.45025,-113.04967,14,7.3,
NWIS Well 06S 33E 12CCD1,42.90797,-112.55165,14.5,7.6,104.3
NWIS Well 09S 25E 27DBC1,42.60853,-113.52133,15.4,7.6,76.2
NWIS Well 11S 26E 26DCD1,42.43008,-113.38097,11.7,7.2,50.6
NWIS Well 11S 26E 26DCD1,42.43008,-113.38097,12.5,7.3,50.6
NWIS Well 15S 27E 29BCC1,42.08964,-113.33305,11,7.3,
NWIS Well  (B-13- 5)31daa- 1,41.81659,-112.45552,20.5,7.8,
NWIS Well  (B-12- 4)22aac- 1,41.76409,-112.28440,,8,
NWIS Well  (B-11- 6) 2bdc- 1,41.71576,-112.50414,11.5,8,82.3
NWIS Spring  (B-11- 2)29dac-S1,41.65993,-112.08745,15,7.6,
NWIS Well  (B-10-18)33aaa- 1,41.54992,-113.90918,12,7.7,
NWIS Well  (B- 7- 3)31aac- 2,41.30272,-112.22244,40,7.3,280.4
Spring 9,41.15383,-111.99855,11,7.3,243.9
Geyser Well - Fly Ranch Hot Springs / Wards Hot Springs / Hualapai Flat Hot Springs,40.86323,-119.34269,80,7.9,
NWIS Well  (D- 2- 1) 4cab- 2,40.67439,-111.84660,,7.4,219.5
NWIS Well  (D- 2- 4) 3ccd- 2,40.66967,-111.48797,6,8,182.9
NWIS Well  (D- 2- 1) 8aaa- 1,40.66606,-111.85466,,7.4,214.6
NWIS Well  (C- 2- 5)21cbb- 1,40.62911,-112.42773,14.4,7.3,210.4
NWIS Well  (C- 2- 4)22ddd- 2,40.62417,-112.27583,17,7.4,194.8
NWIS Well  (C- 3- 1)15dda- 1,40.55439,-111.92938,14.5,7.7,182.9
NWIS Well  (C- 4- 5)32cca- 2,40.42356,-112.42162,12,7.6,164.6
NWIS Well  (C- 9- 1) 4ccc- 1,40.05440,-111.95605,14.5,7.8,137.2
NWIS Well  (C- 9- 1) 4ccc- 1,40.05440,-111.95605,15,7.6,137.2
NWIS Well  (C- 9- 1)34acd- 1,39.98940,-111.92577,11.7,7.8,134.1
NWIS Spring  (C-11-17)19ccb-S1,39.84855,-113.81277,11,8,123.5
Warm Spring (LDMW for Dixie Valley Hot Springs),39.77575,-118.07597,25,7.8,
NWIS Well  (D-12- 1)19dbb- 1,39.75412,-111.86577,12,7.7,122
NWIS Spring  (C-13- 1) 3bcc-S1,39.71301,-111.93021,15,7.4,119.8
NWIS Well  (D-13- 1) 5ddb- 2,39.70746,-111.84132,11,7.4,118
NWIS Well  (D-13- 1) 5ddb- 2,39.70746,-111.84132,11,7.5,118
NWIS Well  (D-13- 1) 4cca- 1,39.70690,-111.83327,11.5,7.7,118.9
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11,7.8,117.4
USGS Well CDAH-8A,39.55242,-118.86738,17.7,8,
NWIS Spring  (C-17-15)10aab-S1,39.35134,-113.51526,28.5,7.6,93
NWIS Well  (C-20- 4) 6aca- 1,39.10663,-112.33911,13.5,7.5,53.4
NWIS Well  (C-23- 6)21add- 1,38.79747,-112.52355,15,7.6,60.7
NWIS Well  (C-28-10)30dbb- 2,38.34552,-113.01884,13.3,7.6,56.7
NWIS Well  (C-34-16)28dcc- 2,37.80941,-113.64608,12,7.7,
NWIS Well  (C-36-16) 5L 1- 1,37.70303,-113.66330,13,7.5,61
NWIS Site,37.66104,-118.82874,91.1,8.9,
HOT BUBBLING POOL,37.64716,-118.86069,87.7,8,
HOT BUBBLING POOL,37.64716,-118.86069,64.5,7.8,
NWIS Site,37.64715,-118.91958,79.8,6.6,
NWIS Well 003S028E32E005M,37.64688,-118.91624,,6.7,
NWIS Site,37.64660,-118.91708,91.2,7.2,
NWIS Well 003S028E32E006M,37.64438,-118.91486,161,6.5,
NWIS Well 003S028E32E006M,37.64438,-118.91486,,6.8,
NWIS Well 003S028E32E006M,37.64438,-118.91486,168,6.3,
NWIS Well 003S028E32E006M,37.64438,-118.91486,169,6.6,
NWIS Well 003S028E32E006M,37.64438,-118.91486,168,6.6,
NWIS Well 003S028E32E006M,37.64438,-118.91486,171,6.2,
NWIS Well 003S028E32E006M,37.64438,-118.91486,171,6.5,
NWIS Well  (C-42-14)12dda- 1,37.14387,-113.36884,,7.1,129.5
USGS Well 5 - Hwy 15,36.12675,-115.18189,25,7.2,
USBR Well WG064 - Tailings Pond,36.10581,-115.01861,18.5,7.4,
NWIS Well 212 S21 E61 25BDA 1,36.09497,-115.11472,26.5,7.4,
Clark County Well - Paradise Vista Park,36.08942,-115.12397,21,7.6,
NWIS Well 212 S22 E61 28CDAA1,36.00192,-115.16416,24,7.4,
NWIS Well 026S039E05F001M,35.70495,-117.80785,13.3,8.2,61
NWIS Well 026S040E23B003M,35.66523,-117.63867,25,8.6,
NWIS Well 026S040E22H001M,35.66162,-117.65312,23.5,7.5,
NWIS Well 026S040E22J001M,35.65829,-117.65590,25,7.4,
NWIS Well 027S040E02H001M,35.61579,-117.63451,,7.3,
NWIS Well 027S040E02N001M,35.60940,-117.64923,,7.4,48.5
NWIS Well 027S040E03R001M,35.60829,-117.65340,30,7.7,
NWIS Well 027S040E10A001M,35.60773,-117.65312,23.9,7.5,45.7
NWIS Well 030S038E30P001M,35.28718,-117.94257,22.5,7.8,
NWIS Well 032S029E01N001M,35.16607,-118.81926,,7.7,
NWIS Well 007N012W10N001S,34.70582,-118.14368,14,7.7,182.9
Spring 8,41.15411,-111.99883,12,7.5,243.9
NWIS Well 017N005E05P002S,35.58580,-116.47058,,7.5,18.3
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,21,7.2,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,18,7.2,228.7
NWIS Well  (C- 2- 4)22ddd- 1,40.62417,-112.27583,18,7.7,194.8
NWIS Well  (C- 4- 1)15bdc- 2,40.47300,-111.94327,19,7.5,185
NWIS Spring  (C- 7- 5)28bbc-S1,40.18328,-112.41745,,8.1,147.6
NWIS Well  (C-10- 1) 4bbb- 1,39.97995,-111.95577,15.6,7.4,134.1
NWIS Well  (C-10- 1) 1bdc- 1,39.97634,-111.88744,12.8,8.1,127.4
NWIS Well  (C-28-11)36cbd- 1,38.32774,-113.04218,,7.9,53.4
NWIS Well 003S028E32E006M,37.64438,-118.91486,170,6.6,
NWIS Well 12S 46E 22DDC1,42.35854,-111.05964,6.9,7.7,
NWIS Well  (C- 9- 1)27acc- 1,40.00356,-111.92855,19.4,7.5,135.7
NWIS Well  (D-13- 1)17bdd- 1,39.68273,-111.84660,,8,115.2
USGS Well CDR-18,39.39075,-118.71598,15.6,8,
USGS Well CDR-18,39.39075,-118.71598,13.5,8,
Wetlands Levee Well 5,39.07936,-119.75492,14.8,7.1,
NWIS Well  (C-21- 5)30dbc- 3,38.95413,-112.45411,20,7.3,72.6
NWIS Well 024S039E33D001M,35.80773,-117.77812,,7.9,24.7
NWIS Well  (D- 2- 1) 8ccd-19,40.65384,-111.86855,18,7.5,213.4
NWIS Well  (D- 3- 1) 5aca- 1,40.58994,-111.85805,,7.7,118
NWIS Well  (C- 7- 8)15bcb- 1,40.21189,-112.74163,12,7.5,149.4
NWIS Well  (C-10- 1) 4bbb- 1,39.97995,-111.95577,18.3,8.1,134.1
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,12.1,7.4,117.7
USGS Well CDR-18,39.39075,-118.71598,15,8.1,
South Big Alkali Spring - Rose Creek Springs / North East Range Springs,40.87322,-117.93717,,7.3,
NWIS Well  (C- 2- 5)35add- 2,40.60133,-112.35439,15.5,7.5,134.7
NWIS Well  (C- 7- 8)15cba- 1,40.20828,-112.73830,13,7.7,149.4
NWIS Well  (C- 9- 1)27acc- 1,40.00356,-111.92855,,7.9,135.7
NWIS Well  (D-10- 1) 6cbd- 1,39.97356,-111.95577,,8,371.2
NWIS Well 026S040E23A002M,35.66329,-117.63701,,7.6,23.5
NWIS Well 011N004W31H001S,35.00637,-117.33144,,7.8,43.3
NWIS Well  (B-15- 5)32cdd- 1,41.98742,-112.44803,12.5,8.4,61
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,18.5,7.2,228.7
NWIS Well  (C- 7- 8) 9dca- 1,40.22022,-112.74941,13.5,7.5,149.4
NWIS Well  (D-13- 1) 5ddb- 2,39.70746,-111.84132,11,7.8,118
NWIS Well 003S028E32E004M,37.64493,-118.91569,174,7.1,
USGS Well 1 - Hwy 15,36.15628,-115.16103,22,6.9,
Geothermal Well Phipps 2 (Top),41.67207,-120.22068,93,8.57,
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,15,7.2,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,17,8.5,228.7
NWIS Well  (C- 9- 1)28ccb- 1,39.99884,-111.95661,18.5,7.9,135.7
Dutch Flat Well,41.15368,-117.56697,13,7.7,
NWIS Well  (B- 1- 2)22cdb- 1,40.80022,-112.05800,17,7.8,243.9
NWIS Well  (B- 1- 2)21dcd- 1,40.79828,-112.06883,16.5,8,243.9
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,,7.2,228.7
NWIS Well  (C-10- 1) 4cbb- 1,39.97384,-111.95633,,7.5,371.2
Spring SS5WS5 2 - Teels Marsh,38.15099,-118.36135,,7,
NWIS Well 013N003E04Q003SLYS,35.24470,-116.66864,,7.2,
NWIS Well  (C- 5- 5)32dbb- 2,40.34022,-112.43134,11,7.5,152.4
NWIS Well  (C-10- 1) 4cbb- 1,39.97384,-111.95633,18.9,8.3,371.2
NWIS Well  (D-13- 1) 4cca- 1,39.70690,-111.83327,11.5,7.4,118.9
NWIS Well 011N007W32N002S,35.00136,-117.64923,,7.7,138.4
NWIS Well 10S 20E 23CBB1,42.54908,-114.08892,15.5,7.7,123.4
NWIS Well 11S 20E 33AAD1,42.42825,-114.10836,21,7.5,50.6
NWIS Well 11S 20E 34CAB1,42.42352,-114.10114,21.5,7.3,50.3
NWIS Well 11S 20E 34CAB1,42.42352,-114.10114,20.5,7.5,50.3
NWIS Well  (B-14- 9) 7bbb- 1,41.96492,-112.92110,18,7.7,
NWIS Well  (B-14- 6)24cbc- 1,41.93270,-112.49525,10,7.8,100.6
NWIS Well  (B-12- 6)36ada- 1,41.73409,-112.47525,16.5,8.2,64.6
NWIS Well  (B- 7- 3)31aac- 2,41.30272,-112.22244,,7.7,
NWIS Well  (B- 7- 3)31aac- 2,41.30272,-112.22244,38,8.2,280.4
NWIS Well  (D- 1- 4)19bdb- 1,40.72273,-111.54409,9.5,7.6,229.3
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,18,7.3,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,,7.2,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,17,7.4,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,17,7.4,228.7
NWIS Well  (D- 2- 1) 7dda- 1,40.65634,-111.87271,,6,214.3
NWIS Well  (C- 2- 5)17bad- 1,40.64772,-112.44079,14.4,7.5,213.4
NWIS Well  (C- 2- 6)23cbb- 1,40.63383,-112.50412,20,8,213.4
NWIS Well  (C- 2- 6)23cbb- 1,40.63383,-112.50412,21.5,8.1,213.4
NWIS Well  (D- 2- 1)28caa- 1,40.61568,-111.84299,26,7.9,207.6
NWIS Well  (D- 3- 1) 6bcd- 1,40.58884,-111.88882,14.5,8.4,188.4
NWIS Well  (C- 3- 1) 7cbb- 1,40.57300,-112.00410,14.5,8,183.8
NWIS Well  (C- 4- 2) 1bbb- 1,40.50745,-112.02410,17,7.9,175.3
NWIS Well  (C- 4- 2) 1bbb- 1,40.50745,-112.02410,15,7.6,175.3
NWIS Well 029N014E20A004M,40.36462,-120.42022,23.5,7.7,155.5
NWIS Well  (C- 7- 8) 9dad- 1,40.22216,-112.74358,12,7.5,96
NWIS Well  (D- 7- 2)11ddc- 2,40.21801,-111.67826,14,7.2,149.4
NWIS Well  (C- 7- 8)15cba- 1,40.20828,-112.73830,15,7.7,149.4
NWIS Well  (C- 9- 1) 4ccc- 1,40.05440,-111.95605,14.5,7.8,137.2
NWIS Well  (C- 9-16)31bcb- 2,40.00244,-113.70110,,8,135.7
NWIS Well  (C-10- 1) 4bbb- 1,39.97995,-111.95577,19,7.7,134.1
NWIS Well  (C-10- 1) 4cbb- 1,39.97384,-111.95633,18.9,8.2,371.2
NWIS Well  (C-10- 1)17aaa- 1,39.95051,-111.95772,20,7.6,131.4
NWIS Well  (D-12- 1)19dbb- 1,39.75412,-111.86577,13,7.8,122
NWIS Well  (D-12- 1)19dbb- 1,39.75412,-111.86577,12.5,8.1,122
NWIS Well  (D-12- 1)19dbb- 1,39.75412,-111.86577,12,7.4,122
NWIS Well  (D-13- 1) 5ddb- 2,39.70746,-111.84132,11.5,7.2,119.5
NWIS Well  (C-13- 7)12cdb- 1,39.70134,-112.58829,14.5,7.9,117.7
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11.5,7.3,117.7
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11,7.5,117.4
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11,7.3,117.4
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11,7.4,117.4
NWIS Well  (D-13- 1) 7dbc- 1,39.69468,-111.86466,11,7.4,117.4
USGS Well CDAH-8A,39.55242,-118.86738,19.5,9,38.9
USGS Well P10001,39.53325,-118.69821,12.4,9.3,
Well CDP-30,39.38851,-118.72785,17,8.2,
NWIS Well  (C-19- 4)31dbb- 1,39.11663,-112.34300,14,7.7,159.4
NWIS Well  (C-19- 4)31dbb- 1,39.11663,-112.34300,13.5,7.5,159.4
Wetlands Levee Well 5,39.07936,-119.75492,13.7,6.9,
Wetlands Levee Well 5,39.07936,-119.75492,13.5,6.7,
NWIS Well  (C-21- 6) 1ddb- 1,39.01246,-112.47078,14,7.3,76.2
NWIS Well  (C-21- 6) 1ddb- 1,39.01246,-112.47078,13,7.9,76.2
NWIS Well  (C-21- 6) 1ddb- 1,39.01246,-112.47078,13,7.7,76.2
NWIS Spring  (D-21- 4)26bda-S1,38.95719,-111.43324,10.5,7.7,72
NWIS Well  (C-22- 5)10bbb- 2,38.91969,-112.41105,17,7.5,68.6
NWIS Well  (C-22- 5)10bbb- 2,38.91969,-112.41105,16.5,7.5,103
NWIS Site,38.90880,-119.96295,,8.1,64.3
NWIS Well  (C-23-12) 6ccd- 1,38.83551,-113.24885,19,8.5,61
NWIS Well  (C-23- 6)21add- 1,38.79747,-112.52355,14.5,7.8,60.7
NWIS Well  (C-28-11)25dcd- 1,38.33886,-113.03329,16.5,7.3,54
NWIS Well  (C-28-11)25dcd- 1,38.33886,-113.03329,20,7.4,54
NWIS Well  (C-35-15) 3dcc- 3,37.78025,-113.51691,15,7.7,
NWIS Well  (C-35-15) 3dcc- 3,37.78025,-113.51691,14,7.6,
NWIS Well  (C-35-16)32dcd- 2,37.70747,-113.66219,13,7.6,
NWIS Site,37.66187,-118.82902,73.3,7,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,81,8.1,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,89.8,8.2,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,92.8,8,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,92.4,8.5,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,91,8.5,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,91.4,8.4,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,88.3,8.4,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,90.6,8.4,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,91.5,8.1,
NWIS Spring 003S028E25HS01M,37.66160,-118.82930,90,7.9,
NWIS Site,37.66104,-118.82957,78.5,7.4,
NWIS Site,37.64715,-118.91958,80.4,6.5,
NWIS Spring 003S028E32ES05M,37.64577,-118.91652,81,6.9,
NWIS Spring 003S028E32ES05M,37.64577,-118.91652,81,6.9,
NWIS Site,37.63910,-118.88958,92.8,8.9,
USGS Well - North Las Vegas,36.20108,-115.04778,21.5,7.7,
Clark County Well 27,36.10567,-115.10136,22,7.2,
NWIS Well 212 S22 E61 21CD 1,36.01720,-115.17000,30,7.8,
NWIS Well 026S040E05P001M,35.69634,-117.69562,,7.9,55.8
NWIS Well 026S040E05P001M,35.69634,-117.69562,,7.6,55.8
NWIS Well 026S040E22H001M,35.66162,-117.65312,24.5,7.3,
NWIS Well 026S039E19K001M,35.65634,-117.82007,,7.6,244.8
NWIS Well 026S040E22P003M,35.65329,-117.66367,27,8.8,
NWIS Well 027S040E04C002M,35.62051,-117.67840,,8.1,
NWIS Well 027S040E04L001M,35.61440,-117.67923,,8.1,
NWIS Well 027S040E03R001M,35.60829,-117.65340,24,7.8,
NWIS Well 030S037E24N002M,35.30357,-117.96757,,7.6,
NWIS Well 013N003E04B001S SP1 AT 240,35.25526,-116.66798,23.8,7.6,
NWIS Well 009N010W24C001S,34.86609,-117.89312,18,7.5,228.6
NWIS Well 009N010W24C001S,34.86609,-117.89312,17,7.5,228.6
NWIS Well U4-032 (PF1),41.15383,-111.99828,10,7.8,243.9
NWIS Well  (C- 2- 4)32bdd- 2,40.60189,-112.32328,20,7.8,196.3
NWIS Well  (C-21- 5)30dbc- 3,38.95413,-112.45411,19,7.3,72.6
NWIS Well  (C- 1- 1)22acc- 1,40.71939,-112.05216,14,7.9,229.3
NWIS Well  (C- 4- 2) 1bbb- 1,40.50745,-112.02410,14.5,7.7,175.3
NWIS Well  (C- 7- 8)15cba- 1,40.20828,-112.73830,13.5,7.5,149.4
Real McCoy Spring - McCoy Springs / J Saval Ranch Springs / JS Ranch Springs,40.07942,-117.60456,46.2,8,
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,,7.3,228.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,20,7.3,228.7
NWIS Well  (C- 2- 4)22ddd- 2,40.62417,-112.27583,16.7,7.5,194.8
NWIS Well  (C-16- 4)18bda- 1,39.43190,-112.34244,16.5,7.7,114.3
Spring SS8WS8 1 - Teels Marsh,38.21409,-118.35645,,9.1,
Cowbone Hot Spring,41.68196,-120.20961,96.1,7.49,
USGS 100,43.58400,-112.66934,14.2,7.9,
NWIS Well 11S 26E 26DCD1,42.43008,-113.38097,11.9,7.2,50.6
NWIS Well  (B-12- 5)10bca- 1,41.79298,-112.40774,15.5,8.5,42.1
NWIS Well  (C- 2- 4)35cab- 2,40.60133,-112.26911,,7.7,199.1
NWIS Well  (C- 3- 1) 4acb- 1,40.59003,-111.95604,19,7.4,117.7
NWIS Well  (C- 9- 1)34ddc- 1,39.98190,-111.92244,12.8,7.6,134.1
Wetlands Levee Well 5,39.07936,-119.75492,14.5,6.7,
NWIS Well  (C-21- 6) 1ddb- 1,39.01246,-112.47078,12.5,7.6,76.2
NWIS Well  (C-34- 9) 7ccc- 1,37.85331,-112.91939,28.5,7.5,68.6
NWIS Well 06S 33E 13BBB1,42.90602,-112.55471,12,7.5,103.7
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,20,7.3,228.7
NWIS Well  (C- 2- 4) 2dcd- 1,40.66878,-112.26358,17.5,7.7,214.6
NWIS Well  (C- 2- 4)27ddd- 1,40.60967,-112.27578,14,7.1,200.6
NWIS Well  (D- 4- 1)31cbb- 1,40.42692,-111.88778,13.9,7.7,166.2
NWIS Well  (C- 7- 8) 9dca- 1,40.22022,-112.74941,13.5,7.5,149.4
NWIS Well 009N010W24C001S,34.86609,-117.89312,21.3,7.4,228.6
NWIS Well  (C-10- 1) 1acc- 1,39.97662,-111.88827,,8.4,133.5
NWIS Well  (C-10- 1) 4cbb- 1,39.97384,-111.95633,19.4,7.5,371.2
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,17,7.3,228.7
NWIS Well  (D-12- 1)19dbb- 1,39.75412,-111.86577,13,8.1,122
NWIS Well 36S/02E-22CBC1,42.42319,-122.58031,,9.3,50.3
NWIS Well  (C- 1- 2)30cac- 1,40.70050,-112.11383,,7.2,228.7
NWIS Well  (C- 7- 8)22adb- 2,40.19661,-112.72580,,7.3,147.9
NWIS Well  (C- 7- 8)22adb- 2,40.19661,-112.72580,12,7.7,147.9
Goerenger Well,39.96921,-117.86006,27.8,7.7,73
NWIS Well 009N010W24C001S,34.86609,-117.89312,20.5,7.6,228.6
Cold Spring - Sadler Ranch,39.96144,-116.06211,18.5,7.96,
NWIS Well  (D-13- 1) 8aac- 1,39.70190,-111.84104,,7.2,117.7
INDIAN SPRINGS,42.72602,-112.87388,32,7.5,90.9
NWIS Well 08S 23E 27CDC1,42.69213,-113.75863,,7.8,86.3
NWIS Well 12S 33E 22CAA1,42.36492,-112.58581,11.5,7.7,
NWIS Well 12S 46E 22DDC1,42.35854,-111.05964,7,7.5,
NWIS Well 13S 35E 27CCC1,42.25770,-112.36358,12.1,7.4,
NWIS Well 14S 27E 17CAA1,42.20436,-113.32417,15.6,7.6,
NWIS Well 14S 27E 17CAA1,42.20436,-113.32417,14.8,7.5,
NWIS Well  (B- 7- 2)20daa- 1,41.32772,-112.08550,15,7.8,
Double Hot Springs Well,41.05407,-119.02768,36.8,8.1,
Soldier Creek Well (Artesian),41.01795,-119.13074,16.8,8.2,
NWIS Well  (B- 1- 2)21acd- 1,40.80550,-112.06855,21.5,8,243.9
NWIS Well  (C- 1- 2)23ddb- 2,40.71328,-112.02911,13.5,7.4,229.1
NWIS Well  (D- 2- 4)10bab- 1,40.66801,-111.48575,11,7.5,214.6
NWIS Well  (C- 2- 1)30cda- 1,40.61106,-111.99744,,7.5,207.6
NWIS Well  (C- 2- 4)31aad- 1,40.60550,-112.33412,12,7.8,204.3
NWIS Well  (C- 3- 1)16bcb- 1,40.57911,-111.96466,15,7,185.7
NWIS Well  (C- 4- 2) 1bbb- 1,40.50745,-112.02410,14.5,7.9,175.3
NWIS Well  (C- 4- 2) 1bbb- 1,40.50745,-112.02410,14.5,7.5,175.3
NWIS Spring  (D- 5- 1)15cbc-S1,40.38489,-111.82664,23,8.1,158.5
NWIS Well  (C- 5- 6)35dba- 2,40.33967,-112.48551,11.5,7.4,152.4
NWIS Well  (C- 5- 6)35dba- 2,40.33967,-112.48551,13,7.5,152.4
NWIS Well  (C- 7- 8) 9dad- 1,40.22216,-112.74358,12,7.6,70.1
NWIS Well  (C- 7- 8) 9dca- 1,40.22022,-112.74941,12,7.6,149.4
NWIS Well  (C- 7- 8)15cba- 1,40.20828,-112.73830,,7.4,149.4
NWIS Well  (C- 7- 8)22adb- 2,40.19661,-112.72580,12,7.8,147.9
NWIS Well  (C- 7- 8)22adb- 2,40.19661,-112.72580,15,7.7,147.9
NWIS Well  (C- 9- 1)28ccb- 1,39.99884,-111.95661,17.5,8.1,135.7
NWIS Well  (C- 9- 1)34ddc- 1,39.98190,-111.92244,15,8.2,134.1
NWIS Well  (C- 9- 1)34ddc- 1,39.98190,-111.92244,12.5,7.5,134.1
